,review_score,review_comment_message
22739,1,"Comprei um quadro é um adesivo de parede. Por motivo não esclarecido, o adesivo não foi entregue. Quero saber quando serei ressarcido."
22740,5,O produto chegou até antes do prazo estipulado pelo vendedor. 
22741,5,"Muito bom, fiquei com medo quando observei que seria entregue via correio já que o mesmo sempre deixa de entregar qualquer encomenda, mas me surpreendeu no dia seguinte foi entregue. "
22742,5,produto entregue conforme pedido e dentro do prazo.
22743,5,Produto recebido satisfação 100%
22744,2,Falta de respeito com o cliente já que o prazo é longo para entrega e mesmo assim não cumprem com o prometido.
22745,5,Produto conforme anunciado.
22746,5,Recomendo o baratheon os produtos chegaram antes do prazo.
22747,5,Serviço maravilho e produto também!
22748,1,"Comprei o modelo Casio Digital Vintage LA680WA-1BDF Prata ,porém me enviaram o modelo Casio Vintage Digital Fashion A159WA-N1DF Prata."
22749,5,Produto de ótima qualidade
22750,1,Até agora nenhum retorno da loja. Enviei e mail mas não responderam.
22751,1,eu estou mais de um mes esperando o produto e ate agora nada eu fiz outras compras no mesmo dia e ja chegou menos esse da targaryen
22752,5,"Comprei na quarta de noite e na segunda de tarde recebi em minha casa muito rápido, recomendo."
22753,5,Todas as minhas expectativas foram atendidas
22754,1,"Já fazem mais de 30 dias que fiz a compra e não recebi o produto, inclusive já paguei a fatura, estou no aguardo do produto ainda, caso ainda haja entrega, aguardo um retorno e posicionamento da loja,"
22755,5,CONTINUE SEMPRE ASSIM PARABÉNS 
22756,4,Na descrição do produto a base do pendente era cobre e veio com a base preta. 
22757,4,"Entrega antes do prazo, produto ok.
Recomendo."
22758,5,Produto bem legal 
22759,4,stark e a loja que entrga mais rapido.
22760,1,Produto não foi entregue até o presente momento e o prazo dado pela empresa já expirou. 
22761,3,Ainda não conferi
22762,5,"Produto muito Bom,entrega muito rápido e um ótimo atendimento,recomendo. "
22763,1,"Nao recebi os produtos e nem o ressarcimento do valor pago. Estou reclamando e não estão me dando o devido retorno, uma completa falta de consideração pelo cliente. Estarei procurando os meus direitos"
22764,5,Produto de qualidade. Compra satisfatória. Recomendo.
22765,5,super recomendo o vendedor .... o produto veio correto e durante o processo de venda ... muita atenção obrigada
22766,4,Boa 
22767,1,O prazo de entrega já se passou e ainda não recebi o produto 
22768,3,Não recebi 
22769,5,"O produto chegou antes do prazo e em perfeitas condições.
Obrigado"
22770,4,Bom produto bem bonito e muito bem acabado......
22771,1,comprei duas unidades da mangueira. apenas 01 foi entregue.
22772,1,Ainda não recebi o produto.
22773,1,"Péssima qualidade ! Esperava por algo melhor, Mais pelo preço também enfim .... Não gostei muito Não veio riscada apareceria de velha, sei lá , estranho .... "
22774,5,"Produto foi entregue dentro do prazo, superando minhas expectativas. Veio bem embalado e sem avarias, apesar da caixa amassada."
22775,5,Lindos pendentes
22776,1,"A IMPRESSORA DETECTOU QUE UM DOS CARTUCHOS NÃO É ORIGINAL, O PRETO"
22777,1,Recebi o produto errado
22778,5,"Gostei bastante do prazo, foi entregue antes do previsto."
22779,2,"As toalhas muito ruins , finas "
22780,1,Meu produto veio quebrado porque nao colocaram ele dentro de uma caixa !
22781,4,"O produto foi entregue super rápido! A cortina é idêntica à foto, muito bonita e com acabamento muito bom, comprei duas! A 2ª veio com algumas linhas soltinhas mas cortei e pronto."
22782,5,Loja entrou em contato para confirmar a tenção da minha casa. Gostei muito do atendimento e do envio que foi bem rápido! 
22783,1,"A compra não chegou completa, está falta chegar o kit de berço."
22784,5,Produto muito bom e entrega no prazo
22785,3,pensei que todas eram grande + veio tudo certo 
22786,4,Excelente produto. 
22787,3,Tirando a demora ok
22788,5,"Cutter muito bom, a unica parte ruim é que as espatulas somente encaixam, nao fixam, ai quando despeja o produto tem que segurar com outro apoio."
22789,5,Entregue antes do prazo
22790,4,"otimo
"
22791,4,"Ter cuidado na embalagem, pois o produto vazou um pouco e não o botão que aperta na tampa. O produto chegou antes do prazo estabelecido. "
22792,5,chegou antes do prazo. Bom serviço
22793,3,"Não recebi meu pedido, como devo proceder para uma nova postagem ?

Grata,
"
22794,1,Ainda não recebi o produto
22795,5,"ENTREGA SUPER RÁPIDA, ME SURPREENDI!"
22796,5,Produto entregue com muita rapidez 
22797,5,Otimo
22798,5,"Satisfeito com o produto. Entregue antes do prazo, e o produto condizia com o que havia no anúncio. Contudo, o rastreamento não estava disponível, não sendo possível acessar a localização do produto "
22799,5,"Entrega dentro do prazo, chegou certinho, recomendo a todos"
22800,5,"Chegou 1 dia antes, véi em perfeito estado e era melhor do que eu esperava. Recomendo o produto e a loja."
22801,5,Tudo ok
22802,1,Nao recebi a entrega
22803,3,"mas não serviu na minha impressora - HP OFFICEJET J4660 - PRECISO TROCAR ,, AGUARDO"
22804,5,tudo ok
22805,5,muito bom comprar nas lannister
22806,5,"A loja é muito segura e tem uma entrega eficiente
"
22807,1,Não recebi o produto aínda
22808,1,Ainda não recebi o produto.
22809,5,"Gostei de comprar, site bem fácil de comprar e o produto chegou conforme esperava parabéns "
22810,5,Recebi antes do prazo 
22811,5,Entrega rápida sem problemas.
22812,5,"excelente produto, excelente loja."
22813,3,O produto é bom mas não deu certo com o espaço que desejo iluminar.
22814,4,"A caixa do jogo veio com um pequeno rasgado, mas eu não quis trocar. No mais, tudo ocorreu muito bem."
22815,1,O produto tinha data prevista para entrega no dia 23 de março e até agora não chegou à minha residência. Espero que tomem as devidas providências para que eu possa obter o produto em questão.
22816,5,"Valor do frete é um absurdo...mas ainda bem que chegou antes do prazo que era de um mês.
Mas chegou tudo certo conforme a descrição."
22817,1,"30 dias para entrega e nada, segundo os correios ainda não chegou na cidade de entrega, a desculpa será a greve dos caminhoneiros, porém ela atingiu apenas cinco dias do prazo estipulado."
22818,5,Ótima qualidade e linda
22819,4,chegou o produto antes do previsto com a qualidade demonstrada no anuncio.
22820,4,bom
22821,3,"Não foi entrega total da mercadoria, só entregaram 01 kit sendo que na nota fiscal foi faturado 02 kits"
22822,5,"Estao de parabens, tudo certinho "
22823,5,"recomendaria entrega muito rapida antes do praso,"
22824,5,Produto de ótima qualidade e a entrega muito antes do esperado.Super recomendo.
22825,5,Excelente! Entrega rápida e o produto é lindo!
22826,5,"Recomendo a Loja a todos!
Produto muito bom."
22827,4,Acho que meu produto veio com defeito como faço para fazer uma possível troca?
22828,1,ATRASO NA ENTREGA
22829,3,bom
22830,1,vergonhoso
22831,4,Mto bom
22832,5,Parabens pelos serviços
22833,5,EXCELENTE PRODUTO.
22834,1,nao cumpriram com prazo previsto
22835,1,"Sempre comprei no site. É a primeira vez que fui passado para trás. Não recebi um produto Epson, conforme a descrição do produto. Recebi um produto que não é original, uma imitação chinesa. Absurdo..."
22836,1,"Não entregou o produto, nota fiscal emitida em nome de outra pessoa com outro produto. Cancelou a entrega do produto por conta propria"
22837,5,Pensei q fosse mais bonita .
22838,4,Seria melhor se o prazo não fosse tão longo. Mas chegou antes da data prevista!
22839,1,"até agora ninguém me contactou pra resolver o problema, comprei o motorizado e veio o semi automático, diferença de preço quase o dobro..o tel é de uma atendente digital que diz q vai passar o contato"
22840,5,"O produto veio em ótimo estado e antes do prazo informado. Veio mais rápido do que imaginava.
Estão de parabéns."
22841,1," Estou muito insatisfeito com você , quero o meu dinheiro de volta, já faz um mês e quiser dias e esse produto não chegou ainda isso é muito vergonhoso . "
22842,5,"É a segunda vez que compro e não tenho nada a reclamar, entrega realizada antes do prazo previsto e corretamente. Parabéns!!"
22843,2,Pedi o produto na cor preta e veio na cor branca. Estou esperando uma resposta da empresa(LOJARIOPRETO) para troca do produto na cor certa ou devolução do dinheiro.
22844,1,"acho uma safadeza o jeito que vcs trabalham.
comprei a mercadoria e ate agora não recebi
"
22845,1,"Meu kit nincho venho com umas lascas na tintura ,, acredito que devido ao manuseio do pacote e tbm da transportadora."
22846,1,não recomendo comprar nesse site.
22847,2,"Recebi produto no prazo, porém estava com defeito. Só espero que a troca seja rápida."
22848,1,"Não acredito q comprei um presente de Natal em novembro e aminha esposa vai ficar sem o presente de natal por incompetência da logística de vocês 

Depois q passaram a vender assim por parceiros "
22849,1,"as toalhas são muito finas , eu não recomendaria."
22850,3,"Comprei 2 cartuchos com o mesmo vendendor e só recebi um. Sei que pode ser entregue separadamente. Mas não consigo rastrear o outro produto que não chegou, pois aparece que toda a compra foi entregue."
22851,1,Pedi 4 unidades do produto e recebi só 3 até o momento é o aplicativo acusa que eu já recebi o produto. Lamentável é absurdo. Onde reclamo?
22852,4,Recebi no prazo
22853,4,"entrega super rápida.

produto entregue de modo correto

preciso de um tempo agora para testar a qualidade do material"
22854,5,"Os produtos foram entregues antes do prazo, produto com muita qualidade."
22855,1,Eu preciso que vocês resolvam meu plobrema eu estou pagando uma máquina que não recebi já paguei duas parcelas.por favor mim de uma solução.
22856,5,Entrega antes do prazo!
22857,5,Lindo !
22858,5,Entrega antes do prazo
22859,4,"Achei o tecido um pouco fino, mas acho que atendeu em parte minha expectativa "
22860,5,Recomendo sempre para todos. Foi tudo ótimo.
22861,2,"Quanto a compra faltou a opção da fragrância , pois eu tinha interesse era no almíscar, no mais o que veio perde a fixação."
22862,5,Produto de ótima qualidade
22863,5,"Produto conforme meu pedido, de ótima qualidade. "
22864,5,Recomendo. Produtos de ótima qualidade.
22865,5,Lindo amei o tapete recomendo !!!
22866,1,Produto não entregue
22867,5,Produto Velho. Parece que foi recuperado 
22868,5,Muito rápido a entrega!!!
22869,1,"Não recebi o produto. Ainda na espera!
att,

Mário."
22870,5,"Tudo perfeito
"
22871,5,Recomendo muito 
22872,5,Não recebi o produto e ja paguei a primeira parcela 
22873,5,"Lindo, amei."
22874,5,Muito top!
22875,1,nao recebi
22876,5,Agilidade é semana um diferencial!
22877,5,"Superou minhas expectativas. 
O produto chegou 1 dia depois que comprei, sendo que o prazo era de 9 dias"
22878,4,"Ótimo produto, porém com custo elevado.
Entrega rápida."
22879,4,Chegou bem antes do tempo e em otimas condicoes
22880,5,A entrega foi feita antes do prazo. Eu recomendo esta loja para as pessoas.
22881,5,otimo
22882,4,O produto chegou no prazo. 
22883,4,Do jeitinho que eu queria 
22884,5,Loja certa produto bom chegou antes do prazo.
22885,1,Comprei dois kits e recebi apenas 1
22886,4,Produto bem embalado e entrega de qualidade
22887,4,"Bom produto, entrega no prazo estipulado."
22888,4,Muito boa gostei obrigado
22889,5,Produto excelente! Exatamente como anunciado! Entrega rápida! 
22890,5,"chegou rapido e tudo certinho, bom produto."
22891,1,Aguardo o produto
22892,5,"a entrega foi rápida, agora vou começar a usar o produto e ver a qualidade do mesmo."
22893,2,"Apesar de dwntro do prazo, achei muito demorado os correios estao cada vez pior. "
22894,1,Já paguei duas parcelas de três e até hoje não recebi a mercadoria.
22895,3,Não recebemos a mercadoria até hoje
22896,4,"Entrega no prazo.Parecem ser bons,mas no site pesquisei cor azul, e vieram prata.Mas, não vou trocar por causa da mão de obra.Ainda não instalei. Vou ver se são bons mesmo."
22897,4,"apenas alumas peças que veio quebradas, melhorar a embalagem."
22898,4,Recomendo
22899,1,Não recebi os produtos e ainda veio um produto veio errado ainda to esperando o retorno de vcs?
22900,5,Seguro e dentro do prazo. 
22901,5,"agradeço pelo serviço prestado,o produto chegou antes do previsto.parabéns"
22902,4,Produto de boa qualidade. Atendeu às minhas expectativas!!!
22903,1,"Comprei dois escapulario, mais esta empresa mandou apenas um e agora eu nem seu se vou receber o outro ou ter o meu dinheiro de volta. Que merda esta situação"
22904,5,O produto foi entregue no prazo.
22905,5,"otimo produto, entrega antes do previsto"
22906,5,Amei a pulseira 😍
22907,3,Bom 
22908,1,Até hoje nada. Prazo era até dia 26
22909,5,recomendo.
22910,5,"A fechadura é de ótima qualidade, veio dentro do prazo e é de fácil instalação. Já instalei e está funcionando perfeitamente, muito satisfeito e recomendo a todos. Obs: na foto estava com chave tetra!"
22911,5,"Produto bem embalado, chegou corretamente."
22912,3,"Recebi apenas um controle, porém comprei dois. A nota fiscal consta exatos 2 controles. 
Receberei o outro quando? Houve algum problema? "
22913,3,"Eu ia fazer uma avaliação, mas é limitado os caracteres. Se não posso falar tudo que quero não faz sentido avaliar. "
22914,5,muito bom gostei muito
22915,5,"Seriedade, qualidade, pontualidade."
22916,5,Não dão a menor satisfação para o cliente a entrega estava prevista para 13/03/17 e foi a única comunicação que tive enviei email e não fui atendida no dia 10/03 me avisaram q. O pedido seria cancelad
22917,5,ótimo! Lindo papel!
22918,5,Entrega foi rápida!!
22919,3,bom
22920,4,consumindo apenas a 4 dias.. ainda é cedo p ver resultados
22921,3,Eu esperva que o produto fosse um pouco melhor.
22922,1,"Loja mal organizada
"
22923,3,Bom
22924,5,Ótima 
22925,1,COMPREI 6 CADEIRAS E SÓ RECEBI 1 E AINDA VEIO NA COR ERRADA! ENTREI EM CONTATO VÁRIAS VEZES E NÃO ME DERAM NENHUMA ATENÇÃO! TOTAL DESCASO COM O CLIENTE.
22926,4,Tudo ok na entrega
22927,3,na foto tinha tinta canon mais quando chegam os frascos é de outra marca
22928,5,Recebi antes do prazo. Produto de qualidade. Já comprei mais 2 pra minha irmã e amiga que tbm gostaram.
22929,5,É confiável comprar nas lannister...recomendo
22930,1,"Produto veio aberto e não está funcionando corretamente.
Dinheiro desperdiçado, já que minha esposa que recebeu mas jogou as embalagens fora. Esses tipos de produtos não compro mais no baratheon."
22931,5,"Recebi no prazo, fui bem informada de todos os passos. Gostei muito dos produtos adquiridos. Obrigada."
22932,5,"Ótimo 
"
22933,5,"Produto bom, na foto a bolsa aparenta ser maior. Vejam bem os detalhes antes de comprar."
22934,4,"Produto idêntico ao da foto, porém o material faz muito barulho, deve ser o fato de ser impermeável. "
