,review_score,comments,sentiment
25723,4,mercad entreg lannist cheg rápid gost sab motiv,1
25724,5,entreg excel rápid ant praz bols lind,1
25725,4,receb produt cor err,1
25726,5,entreg ant praz,1
25727,4,bom,1
25728,5,entreg ant praz,1
25729,5,bom,1
25730,3,bom compr vc,0
25731,4,receb cert recomend,1
25732,1,quer sab acontec entreg poi desd dia 04 07 produt sai lug acompanh sit lannist tod dia mudanç statu,0
25733,2,produt vei difer anunci,0
25734,1,produt nao fot qual pess mal acab falt fur instal aparelh sugir retir fornec sit lannist devolv,0
25735,5,sempr bom tip compet apresent client,1
25736,1,vermelh 70 real aind fiq confirm beg 100 real vi ódi,0
25737,3,ach mater ruim,0
25738,1,compr colch vei lençol elás propagand engan,0
25739,5,produt cheg rápid perfeit cond,1
25740,5,otim,1
25741,5,100 satisfeit recom,1
25742,5,mt mbo,1
25743,4,produt entreg ant praz entant bast ampl,1
25744,5,ador sempr precis faz outr compr aqu vou busc prim lug,1
25745,2,fiq esper mê compr hoj receb confirm cancel compr esp temp tod produt agor vou receb,0
25746,5,tud cert recom,1
25747,3,vc mostr jog complet vei 4 peç filh qu cobr leit faç pra adquir,0
25748,1,compr produt promoç mand outr produt barat sab difer ped,0
25749,5,entreg ant praz,1
25750,1,pess pergunt vár vez sobr entreg ninguém posic,0
25751,1,n entreg produt compr inclusiv ja pag n entreg,0
25752,1,compr kit compost bebê confort bas entreg soment bas notíc bebê confort it precis mand vend 2 produt distint,0
25753,5,produt vei marc difer vou avali caracterís pra ver supr outr,1
25754,5,receb produt ant praz previst gost produt mater resist bonit,1
25755,4,produt entreg ant praz,1
25756,4,reflex orig reflex tamanh padra compens cust benefíci,1
25757,2,sim realiz compr vei produt dentr cx vei not produt compr receb produt der satisf,0
25758,5,ótim,1
25759,5,bom,1
25760,5,recom tud ocorr perfeit,1
25761,5,entreg rápid bom atend produt qual,1
25762,5,empr honest cheg ant previst produt ótim qual recom,1
25763,4,gost vei cert,1
25764,4,sup recom,1
25765,1,loj péss mand busc tapet chin,0
25766,1,produt cheg praz cert vei dentr embal orig conform mostr fot compr vem embal test tamp vei tod tort parec produt chingling,0
25767,5,ágil entreg,1
25768,5,bom,1
25769,5,ótim produt recom,1
25770,1,receb cop,0
25771,3,entreg lannist sempr rap referr produt razoa,0
25772,2,difícil coloc fic chei bolh opac tir defin brilh tel gost recom,0
25773,5,parabém,1
25774,5,receb ant praz bom,1
25775,1,compr produt envi outr insatisfeit,0
25776,3,produt bom porém parec desfi facil,0
25777,2,receb cap prote lençol branc cheg além diss cap prote atend expect,0
25778,5,cheg ant praz,1
25779,5,cheg ant previst recom,1
25780,5,loj pontual entreg cuidad embal produt,1
25781,3,compr cade julg mesm imag cheg semelh porém atend necess cade cert ced pra frent conform sent possu estabil,0
25782,1,pag aguard cerc 30 dia envi absurd tant esper dia limit receb aparec sit produt indispon us dinh agor aguard devoluç vergonh,0
25783,5,sup recom vend obrig atenç dispens,1
25784,3,gost porqu folhet explic man corret usa lo apen papel mal traduz deix confus aborrec,0
25785,5,demor quest post emiss not fiscal produt ótim,1
25786,5,melhor loj encontr internet,1
25787,3,tud cert,0
25788,1,produt entreg praz determin,0
25789,5,produt ótim qual cheg embal pra pres lind lind,1
25790,4,produt entreg bem ant praz inform atend expect,1
25791,4,filh compr gost,1
25792,4,entreg dentr praz recom,1
25793,1,receb ped prim vez ocorr ness sit,0
25794,1,receb produt qu justific atras quer dinh volt rápid possível,0
25795,4,,1
25796,3,apes ter receb produt err recom produt memor inform precis vou fic,0
25797,1,aind receb produt portant poss avali aguard,0
25798,5,cheg ant dat prev,1
25799,5,recom,1
25800,5,cust benefíci ótim tamanh qual execel,1
25801,4,bem legal obrig,1
25802,1,inform via email atend lannist atend targaryen nao receb mercad praz venc,0
25803,5,ótim produt gost,1
25804,3,loj otim,0
25805,3,produt cheg embal bem suj empoeir deu impress falsific embal hav sid abert,0
25806,5,entreg sup rápid produt exat ped tud lacr cert ótim,1
25807,1,hoj receb mercad entr rastr entreg dad atual resum consig sab nad sobr entreg,0
25808,2,ach bem fraq preç baix ach trat promoç toalh pequen frágel,0
25809,5,produt cheg dentr praz,1
25810,4,produt vei acord anúnci agil entreg,1
25811,2,recom produt reclam faz refent loj envi produt poi mand shampo ampol dat venc próx venc 10 2017,0
25812,5,cheg tud direit ant praz,1
25813,5,vei td perfeit est ant previst,1
25814,5,bom,1
25815,5,entreg praz produt corret perfeit,1
25816,2,produt perd apen jog lençol vermelh cheg nor fiscal vei descr doi jog cam vei falt pret és toalh,0
25817,3,gost sab soment imag ilustr produt 6 pent cort máquin wahl vei 4 pent dúv vc vão env rest pent,0
25818,5,bom,1
25819,1,produt entreg praz promet aind aguard entreg produt,0
25820,4,qual excel correi continu enrol entreg receb praz stark ótim confi,1
25821,5,gost compr produt qual preç bem acess compr,1
25822,5,praz entreg tud vei perfeit ord únic problem praz dem demor cerc 14 dia cheg tir not dez tod envolv vend,1
25823,4,entreg ant previst aind tir embal poi vou dar pres filh,1
25824,5,ach produt acord mostru bem inferi,1
25825,4,produt entreg ant praz,1
25826,4,tud conform,1
25827,5,bonit panel mater bom,1
25828,5,sempr gost lannist,1
25829,1,ruim,0
25830,5,cheg ant praz,1
25831,3,praz entreg long,0
25832,5,entreg rápid produt qual preç bom,1
25833,5,atend praz produt corret,1
25834,5,entreg ant praz atend otim,1
25835,4,val val sup pen,1
25836,1,além dem enorm entreg sab 15 dia utel cheg hor entreg aleg ter estoqu 3 seman providenci produt agor,0
25837,5,sit confi recom,1
25838,1,empr receb dinh cumpr praz aleg cancel vend porqu produt estoqu agor vam ver vai devolv dinh receb,0
25839,3,compr 02 livr apen 01 entreg,0
25840,5,lind bem grand,1
25841,5,produt entreg perfeit est bem ant praz estipul pra entreg,1
25842,3,exel loj,0
25843,4,garant confianç,1
25844,1,produt entreg,0
25845,5,otim,1
25846,5,amo compr ness sit bom sempr mim atend ped sempr cheg dia marc recom tod,1
25847,5,bom atend produt entreg bem ant praz,1
25848,2,dúv pra tir sei pod ajud sobr entreg ocorr tud cert dentr praz parabém,0
25849,2,entreg vagar,0
25850,5,produt qual entreg rápid,1
25851,5,cheg tud cert us,1
25852,3,agor test produt verific perfeit funcion,0
25853,1,vend produt indispon resolv problem client respond mail,0
25854,1,gost mim der explic compr produt vei outr total difer imag descrev 1 litr 500 ml,0
25855,1,detest produt cheg avari tod torn nenhum gracios bel ped cancel aguard provid reclam sit especi pret ajuiz açã judic,0
25856,5,bom,1
25857,1,aguard entreg atras,0
25858,2,transport loj escolh incompet aind entreg produt,0
25859,1,produt vei defeit mand email solicit devoluç produt lannist ped entr contat lojist fiz lojist nao respond,0
25860,5,excel receb dia ant praz fácil rastr entreg,1
25861,5,red boa resist,1
25862,1,grand desrespeit quer dinh volt compr sit lannist credibil sit dess targaryen esper problem solucion lannist,0
25863,1,receb produt err,0
25864,4,utiliz funcion perfeit,1
25865,5,variedad entreg rápid,1
25866,1,ja problem maquin nespress compr diss parc vc nao agor conjunt lencol nao receb aind muit produt compr,0
25867,5,produt entreg ant praz perfeit cond,1
25868,5,ped entreg produt correspond expect,1
25869,5,entreg cert cheg ant praz,1
25870,5,vei ameaç pouc cim vou troc,1
25871,5,entreg rápid cortin lind,1
25872,1,produt cheg,0
25873,5,otim,1
25874,5,ótim,1
25875,3,entreg praz,0
25876,4,produt bem car outr películ pod ter detalh aproveit películ tel total clar tel curv later sobr espaç,1
25877,5,produt cas menos 1 seman,1
25878,5,cheg ant praz produt bom,1
25879,4,ameeeee produt inclusiv cheg ant praz confess tom sust vi tamanh poi sit aparent pouc mai qualqu form ótim am,1
25880,1,receb demor,0
25881,1,fiz ped acompanh inform entreg produt aond ocorr moment,0
25882,5,ótim,1
25883,5,entreg sup rápid produt ótim ame recom,1
25884,5,otim,1
25885,1,compr 5 cortin entreg 2,0
25886,5,rápid segur produt bem embal rastre bom,1
25887,1,produt cheg defeit lig,0
25888,1,aguard soluç poi compr kit 2 produt cad 1000ml porém receb 300 ml cad,0
25889,3,ok,0
25890,5,entreg ant praz orig lacr,1
25891,3,produt ok demor entreg,0
25892,2,esper além praz promet produt deix descont,0
25893,4,satisfeit entreg cheg bem ant praz produt ótim,1
25894,4,produt bom preç maravilh,1
25895,5,pó compr,1
25896,2,receb mail inform imprevist dur entreg ped send nenhum contat apen mail automá quer sab acontec entreg quer dinh volt,0
25897,3,bom,0
25898,5,ótim produt pod compr maravilh,1
25899,3,receb apen vara não receb cortin favor diz receb cortin aguard,0
25900,1,encomend cheg procur correi nad la rastrei so const caminh dat aind dia 20 03 nao mud nad quer informaço,0
25901,5,produt cheg bem embal ant praz satisfeit,1
25902,3,tent entr contat stark verific troc poi vei defeit acab obtiv exit fal algum atend represent commerc,0
25903,1,bom compr lannist agor tô repess,0
25904,5,excel,1
25905,4,bom produt,1
25906,5,bom atend produt corret,1
25907,5,sempr vou compr alg procur prim lannist poi nunc nenhum problem produt previst entreg dia 19 12 cheg dia 05,1
25908,5,produt entreg ant praz,1
25909,5,produt atend expect cheg ant praz,1
25910,1,quer devolv poi receb alg ped,0
25911,5,produt cheg ant previst boa qual,1
25912,5,receb ant praz recom,1
25913,5,entreg produt corret praz,1
25914,5,parabém,1
25915,1,receb produt difer anunci pi 02 und compr receb soment 01 und gost ped devoluç dinh,0
25916,1,compr 3 ton receb 2,0
25917,5,produt bacan filh gost entreg rápid gost bast,1
25918,1,temp entr contat lannist inform statu produt desd dia 02 12 ped aguard previs 27 12 continu produt,0
25919,5,cheg ant esper,1
25920,1,cheg aind mecad,0
25921,1,adquir dua unidad produt apen cheg nao notic outr,0
25922,5,mei grev caminhon receb produt praz corret,1
25923,5,nao quer avali,1
25924,5,receb produt perfeit ant praz esper recom,1
25925,5,bom,1
25926,5,entreg ant praz previst excel qual lind ame,1
25927,2,produt entreg praz porém vei tamp quebr produt vaz,0
25928,5,vlw,1
25929,1,receb praz cert produt ped devolv falt temp prim vez compr nest sit vem produt err bem vou fic produt mt obrig,0
25930,4,hoj receb loj promet import continu merc,1
25931,5,produt ótim qual,1
25932,5,bom produt,1
25933,2,prova evit compr nov poi dem entreg grand,0
25934,5,entreg ant praz ame parabém recom sim cert,1
25935,1,nao receb produt satisfaça sobr ocorr mand cinc solicitaço sobr pod proced nao obtiv retorn produt ja pag nao cheg pess,0
25936,5,ador k produt entreg ant praz sup jndic,1
25937,1,mater total ruim difer fot quer sab faz troc,0
25938,3,receb apen produt nao sei motiv relogi led sport black nao entreg mesm embal ja codig rastrei encomend mesm esper receb brev,0
25939,1,receb aind produt aguard retorn urgent,0
25940,5,ótim,1
25941,1,cint produt funcion,0
25942,5,bom produt praz entreg,1
25943,3,bom produt entreg ant praz,0
25944,2,produt orig qual ruim defeit fic oscil carreg,0
25945,5,entreg ent praz excel,1
25946,5,ótim produt exat descrit,1
25947,1,hor lig outr imagin preç inferi esper peç menos us pouc mod contínu,0
25948,5,cheg atras dev grev caminhon tud cert produt,1
25949,4,entreg rápid,1
25950,5,sit bom produt alt qual preç just gost bast grat,1
25951,5,tud cert bem tranquil,1
25952,4,nad decl abraç,1
25953,1,aguent esper produt falt compromet client,0
25954,4,receb produt hp,1
25955,2,consig nunc fal loj lannist,0
25956,2,obrig produt,0
25957,5,receb bem ant praz estipul tud perfeit ord,1
25958,4,aind ñ receb tv aspir pó,1
25959,3,promet entreg 24 ago hoj 26 ago receb,0
25960,5,perfeit,1
25961,3,mater pouc resist,0
25962,2,oh produt vei falt pesso consig resolv,0
25963,5,produt dentr esper,1
25964,4,boa compr,1
25965,5,produt boa qual cheg perfeit est,1
25966,5,produt entreg praz aind utiliz ent sei bom,1
25967,5,mes lind cheg praz sup satisfeit fic excel escritóri,1
25968,5,sup recom,1
25969,1,compr tapet marrom red receb azul retangul produt boa qual porém err,0
25970,5,relógi lind apen men esper vei tud cert caix garant etc compr meg mix,1
25971,1,além cheg praz consig rastr diz dificuldad íntregr nad,0
25972,1,receb produt equival solicit dev grand temp lev entreg compr vou estress tent troc produt recom compr lannist,0
25973,4,demor demal pra cheg,1
25974,5,ótim compr,1
25975,3,acab fronh fot produt sit deix desej,0
25976,1,péss atend nao der explic 1 mê atras nunc faç compr lannist,0
25977,2,tent efetiv solicit troc sit sempr aparec mens sistem indispon produt vei cor err,0
25978,5,produt entreg ant praz problem recom,1
25979,1,produt entreg quer estorn compr fal nenhum númer contat targaryen,0
25980,5,entreg praz produt atend espect,1
25981,5,ok,1
25982,5,gost compr,1
25983,4,satisfeit praz,1
25984,1,put dá vid poi compr creatin univers promoç 200g 200g grátil val r 69 90 daí aument compr 2 it cheg 4 unidad daí cheg 2,0
25985,1,previs entreg emu produt 23 03 hoj dia 29 nad cobr respost receb,0
25986,5,produt atend expect,1
25987,1,agor receb produt,0
25988,2,praz entreg produt dia 13 04 praz compr vend,0
25989,4,essel,1
25990,5,produt cheg ant praz vei conform solicit,1
25991,4,recom cheg praz cert,1
25992,1,lannist possu parc confianç send assim cont comig,0
25993,2,compr cade braç motiv cab baix mes entreg braç,0
25994,5,produt entreg praz qual boa bem acondicion embal,1
25995,5,recom muitooo bom vend,1
25996,5,ador produt entreg bem ant dat marc,1
25997,1,poss avali aind poi receb produt,0
25998,5,test produt após dia dat,1
25999,5,produt entreg ant dat prev parabém,1
26000,4,cheg rápid dentr praz fivel mei desbot,1
26001,1,cobr cart crédit moment entreg produt agor,0
26002,5,volt compr,1
26003,4,produt men q ach val pen,1
26004,5,produt cheg rápid,1
26005,5,perfeit bols entreg praz,1
26006,2,tec fin lind menin am entreg ant praz bom,0
26007,1,películ bas 3d arc vidr temper galaxy not 8 envi iphon,0
26008,1,produt correspond expect frágil recom ja vei estrg,0
26009,4,cheg ant praz final,1
26010,1,inform sit lannist irre diz correi imprevist respost question diz transport dev pass inform corret,0
26011,5,top cheg ant praz recom,1
26012,5,produt entreg praz combin,1
26013,5,satisfeit esper,1
26014,5,ótim,1
26015,5,entreg rapid excelenc,1
26016,5,loj compromet post rápid respond tod question recom produt qual,1
26017,3,produt artesan dev ter feit nao fot sit,0
26018,1,péss produt vend loj 1 99 talv satisfatóri aind vei quebr est bem embal dá pra pens armazen quebr,0
26019,4,produt cheg ant dat entreg vei exat esper super expect,1
26020,3,produt bom cheg praz estipul,0
26021,5,satisfeit atend loj lannist,1
26022,1,descont sempr compr ant problem entreg dest vez além entreg sei acontec nenhum inform rastre,0
26023,1,infeliz produt vei defeit acess sit lannist inform quer devolv produt ra ter vind defeit parec fal máquin,0
26024,4,entreg praz cheg bem embal pens viess únic caix dua ach fret car tud bem,1
26025,5,parabém compromet client obrig,1
26026,4,suport pod melhor ter marc parafus esté boa,1
26027,4,gost compr vei cab forç esper tud ok,1
26028,5,tod compr lannist recom sim ótim,1
26029,3,produt conform esper entreg praz continu assim,0
26030,5,fiq satisfeit process tod desd compr entreg rápid,1
26031,1,compr quas 1 mê aind receb produt,0
26032,4,bom,1
26033,5,surpreend rapid entreg produt quatr dia mão além diss produt vei bem embal perfeit est recom repar domést,1
26034,3,pod melhor praz entreg pro espírit sant,0
26035,5,entreg rápid recom,1
26036,5,tud corret,1
26037,1,receb praz porém vei outr produt compr,0
26038,5,prim compr deu tud cert sup indic,1
26039,5,recom,1
26040,5,receb produt corret dentr paz satisfeit compr mercad loj lannist,1
26041,5,ame mes cant maravilh,1
26042,5,conhec produt,1
26043,5,mater boa qual resist ped cheg ant previs,1
26044,1,produt anunci send orig por fraud produt pirat impres identif cartuch permit visual quant tint,0
26045,4,gost entreg temp corret produt corret,1
26046,4,problem entreg vej empenh tod stark resolv problem ped brev possível entreg empenh not 1000,1
26047,3,olh ate indic coloc apen peç send compr 2 real esper alguém resolv problem pq tô pag 2 produt us apen 1,0
